,pred,raw
59019,6,6
25916,8,8
56788,6,5
11300,8,8
21717,8,8
5407,7,7
37897,6,7
12969,8,8
38193,1,5
11949,1,1
406,8,8
20038,3,5
18084,5,1
7801,6,5
4212,1,2
36625,8,8
32642,8,8
26202,7,8
53272,8,8
29958,8,8
12878,6,7
15695,8,8
28106,1,2
308,2,2
27281,1,6
7768,1,5
4431,2,3
45311,6,7
10988,2,5
11243,7,8
366,8,8
44942,3,2
31483,8,7
16013,8,8
39821,6,1
5070,2,4
26947,7,7
42827,8,8
17145,6,6
36144,6,6
58787,6,6
15671,2,5
54798,8,8
36041,6,1
1973,1,2
53750,7,8
19300,4,6
154,5,7
16382,8,7
28707,7,7
28317,8,8
10170,7,8
45619,7,7
8193,4,2
18569,7,2
58834,6,1
15446,6,6
36624,8,8
49758,6,6
57925,4,6
48595,5,5
47377,3,6
59214,6,5
32505,6,8
42728,5,6
39728,6,7
48482,8,8
30588,8,8
37037,4,8
25497,5,5
1183,7,2
3335,8,8
52011,4,8
36013,4,5
39733,6,6
57380,1,3
46412,4,2
10594,6,7
6872,5,2
41111,8,6
46615,6,5
23919,8,6
17028,2,5
22514,8,8
39288,8,8
43998,4,5
1630,1,7
42924,7,8
10604,7,8
12065,7,8
51715,8,8
14024,7,5
1207,8,8
55244,6,6
31302,5,6
53923,1,2
42193,3,3
16318,4,5
45847,1,4
6376,3,3
33607,6,7
4036,7,8
3518,5,5
47912,8,8
35549,5,1
25345,7,8
42237,8,8
8643,7,3
47483,5,6
7251,7,6
33376,5,2
45103,6,2
9923,2,1
9593,5,7
56782,5,6
1369,5,7
3909,8,8
21767,6,2
8127,6,8
37808,3,1
13424,1,1
50442,6,6
16786,8,8
35748,7,8
4390,5,8
17671,4,6
6828,5,6
46480,4,6
50179,8,8
6665,2,6
2380,5,6
42414,5,6
13608,6,7
29959,4,2
51794,7,8
2612,5,7
24556,8,8
9657,8,8
3302,4,7
49639,4,5
22131,4,4
4198,3,5
6722,8,8
41486,8,8
40431,8,8
22269,8,8
3341,7,8
27980,8,8
41103,6,6
33184,7,1
13053,8,8
44623,8,7
23731,8,8
14663,5,6
55721,5,6
26725,7,6
27551,6,7
24952,8,8
13752,8,8
10700,1,6
36277,6,2
26008,5,2
9301,4,6
46575,6,6
49711,3,1
26912,6,6
8280,8,7
51394,8,8
40064,8,8
20521,4,7
48775,8,8
5953,8,8
47765,5,5
11097,2,2
28069,3,5
7670,4,1
8185,4,5
56893,7,8
51017,6,6
50068,8,8
42946,8,8
46004,3,8
40914,1,1
30177,7,7
41946,7,8
14056,8,7
38431,6,7
51209,5,6
25432,8,8
31416,6,6
56647,7,5
30772,6,6
19823,1,2
2807,4,6
41305,2,1
31683,7,4
21244,8,8
53474,2,8
44899,8,8
10641,7,1
36049,8,8
1106,7,7
28058,8,7
45942,6,6
4810,1,2
53782,7,1
30331,8,7
53434,7,7
28463,7,6
55170,5,7
9848,5,7
8413,5,6
42527,6,6
43571,4,2
46028,3,5
8115,8,7
56426,7,6
16146,8,7
51572,4,2
50871,1,2
44524,8,8
28594,5,2
45490,6,7
25662,6,8
31306,7,8
20525,8,8
40365,8,8
9832,5,1
14493,6,8
49730,8,8
9876,5,5
32753,7,6
52406,4,8
43528,8,6
59266,7,8
18197,8,6
28113,6,6
43267,5,6
13062,8,8
52108,8,8
58472,8,8
44777,5,8
12905,6,6
26670,5,7
40257,1,1
19591,8,8
18719,1,2
30649,7,8
40232,8,8
38043,5,6
3536,7,7
35125,8,8
29118,6,2
39436,5,2
10955,7,8
34632,6,2
53110,8,8
7838,1,2
44415,4,6
40708,8,8
54393,6,5
56206,8,8
777,7,8
932,8,7
17312,8,8
22938,2,5
8457,5,1
34745,6,8
3470,8,8
58136,5,1
14485,8,8
36674,8,8
39060,8,8
31833,7,7
53646,8,8
33471,3,5
53797,4,1
16323,7,7
4677,8,8
34080,8,7
56786,5,8
58983,4,2
29732,8,8
39334,7,6
55042,7,7
41807,8,8
54367,7,7
11089,7,8
4484,8,6
28619,2,4
55237,8,6
20685,8,8
11976,8,8
30581,2,1
10242,5,3
7416,5,6
10793,2,6
3564,7,8
38576,4,2
8795,1,4
32507,1,2
29326,8,8
30437,1,3
59183,7,8
48706,4,1
59371,5,6
24469,8,8
4416,6,6
56648,5,8
41060,8,8
42707,4,5
18509,1,1
1965,7,7
15722,7,7
19570,7,6
420,3,2
36574,3,2
24969,7,6
2495,7,8
42284,4,2
28332,2,1
42120,5,6
15704,1,2
35448,8,8
1273,8,8
48800,4,7
58677,3,1
58388,3,2
5575,5,6
57102,8,8
34721,6,6
28104,4,8
12980,6,7
45603,4,6
44016,5,7
59356,5,6
3616,3,2
32100,8,8
3602,8,8
50940,7,8
29016,4,1
21686,5,6
30708,1,3
43117,8,1
31987,1,1
38244,2,4
24929,6,8
24944,2,2
26238,5,7
56671,2,2
15340,6,2
46356,7,1
19977,7,6
30276,7,7
11461,8,8
5044,8,8
54619,8,6
17095,8,8
4877,7,2
30959,7,5
53507,2,4
53279,6,6
47315,8,8
13919,1,6
58795,4,1
15837,3,4
4203,8,8
17487,8,6
35142,4,1
23988,8,8
12792,6,6
35758,8,8
53717,6,8
46569,8,8
42695,3,6
15511,6,6
875,8,7
15371,6,1
39272,6,7
26913,3,2
36961,3,2
57040,1,6
48782,6,7
50948,3,4
33118,6,8
30406,8,8
14854,3,7
44500,7,7
58481,7,7
50949,8,8
7050,8,8
33798,8,8
12086,3,2
43812,5,6
33695,8,8
7981,7,8
17908,7,6
1166,5,2
51609,7,1
2158,3,4
34497,8,1
28225,5,2
17642,7,8
51983,2,3
59287,6,6
47350,8,8
47793,3,2
27248,3,6
15071,8,8
42537,8,8
34031,1,2
47038,3,2
35135,6,2
57014,8,8
48453,8,8
49372,8,8
37032,8,3
18858,8,8
34224,5,5
52598,4,2
19494,6,7
12951,6,6
12226,5,6
53720,7,8
27794,7,8
7824,8,8
9525,6,6
8172,8,1
1198,6,6
29474,5,5
2840,1,2
19934,4,1
2530,3,2
32987,1,2
33217,2,4
34495,7,8
12620,1,3
30434,7,8
37145,8,8
24283,6,7
44693,8,8
46707,4,6
41232,8,8
9990,8,8
101,5,6
42156,7,6
51903,8,8
17799,3,2
15480,7,8
26987,8,1
45556,6,7
39505,8,5
56544,7,8
25140,1,1
44350,8,7
58760,8,8
16335,7,6
45488,8,8
3785,2,2
26038,7,7
24309,7,8
19514,4,5
29469,5,5
37185,7,8
58846,4,5
23687,4,7
14867,8,8
58444,8,8
45515,7,8
57218,8,8
48104,5,5
45791,7,8
33859,8,8
20990,7,8
40955,7,6
17272,1,2
12474,5,6
10662,6,6
49293,8,8
50574,5,6
51689,8,6
56928,6,6
35672,5,8
42944,4,1
10392,8,8
55954,1,1
11790,8,8
42748,6,6
54405,6,2
13066,8,8
40117,3,2
8730,2,2
47331,8,7
17889,8,8
34966,7,8
57045,8,7
45546,5,7
58657,8,8
27160,2,5
3863,8,8
6777,4,5
43259,8,8
3775,8,7
39478,8,8
56119,4,1
10826,8,8
56550,6,6
10450,8,8
22327,5,7
1727,8,8
41793,8,7
41943,7,8
36302,5,7
28525,5,5
34334,8,8
13111,3,1
7076,4,8
5128,8,8
23480,8,7
1191,6,7
35280,5,6
49695,8,8
5207,8,8
12542,6,7
53024,3,6
56581,6,6
20271,3,1
5303,6,6
6838,6,7
46101,6,7
16925,8,8
35420,7,8
10327,2,1
28880,7,8
10176,7,8
5827,8,8
54096,5,1
26001,1,2
6842,8,8
46288,3,2
22674,6,2
54164,5,6
40920,5,5
11767,8,8
10373,7,8
2508,6,7
43850,6,8
14772,6,7
36024,5,2
55868,8,6
9330,7,8
51124,7,8
47966,8,8
11765,7,1
19322,6,5
38310,6,6
16350,6,6
13205,5,6
16698,6,2
21802,8,7
6085,6,5
42116,6,7
15823,4,2
37313,1,5
9939,1,3
806,8,8
33601,1,2
7064,2,2
50424,8,8
28998,8,2
48287,6,6
33722,3,7
20375,1,1
31529,2,2
22469,8,8
37785,6,1
15311,8,7
43997,1,2
22723,6,2
33062,8,4
59163,2,2
24681,8,8
33685,7,8
32623,5,6
2481,1,1
12301,3,2
30003,6,6
27955,7,8
34805,2,1
39237,7,8
8214,7,6
832,6,6
56056,8,7
46077,2,4
32399,6,8
25731,5,2
48377,8,8
37697,5,1
54852,7,8
47389,7,6
4176,1,1
53757,8,8
57796,2,6
20986,7,8
52736,6,5
44384,7,7
20332,2,2
43347,8,8
15903,8,7
19449,2,2
45707,8,8
45452,5,6
48203,8,8
42475,6,7
46930,7,5
48532,6,8
52719,8,8
12863,5,6
53712,5,7
22204,8,8
52345,2,5
27923,6,8
15309,3,4
23725,2,4
27484,1,5
42031,8,8
42566,8,8
17136,6,6
5723,7,8
57038,3,2
32398,2,1
43475,4,4
45325,8,8
19334,1,2
32354,8,8
29688,7,2
33215,8,8
16346,8,7
31424,7,8
18714,6,8
22337,6,6
6716,1,1
38552,2,5
40299,2,2
59174,1,6
29507,5,6
31741,4,2
44520,8,8
33035,8,8
53953,5,6
19627,8,6
51746,1,2
57583,8,7
8124,5,8
30055,6,2
13621,8,8
8119,8,8
31772,3,5
54785,7,2
13734,7,2
47713,4,2
39520,7,6
25265,7,6
54362,5,7
6740,1,1
89,8,8
34042,1,1
46989,5,2
45559,6,8
18228,3,5
1699,5,1
40078,8,8
18306,7,8
14190,6,5
19572,7,8
10550,4,1
54118,8,8
35212,1,4
5653,7,6
47831,1,4
28190,8,8
22732,3,5
35886,8,8
24628,7,8
23284,6,7
4276,1,1
9925,8,8
30604,7,2
28272,8,8
55119,8,8
54384,3,6
42542,6,5
47473,3,2
24821,6,6
55403,7,7
22734,3,6
949,5,1
22058,4,1
20631,7,8
37844,8,8
19035,4,1
1925,2,1
1948,4,5
12782,5,6
32772,6,6
21050,5,6
22126,5,7
16855,7,1
21850,8,8
19594,6,6
4043,8,7
32801,6,7
54225,2,1
35245,6,6
42373,6,8
12274,4,6
34097,1,1
5670,4,7
43354,6,6
52712,7,6
56316,8,8
51839,8,8
40123,6,6
9210,2,1
18820,4,5
15701,1,1
28861,7,8
33615,8,8
66,7,8
24224,8,7
44683,8,8
9707,7,8
15195,8,8
19637,7,7
14227,3,2
28524,5,6
28440,7,7
48385,7,7
35498,7,7
1567,4,5
49655,2,2
13978,8,8
56036,4,5
41577,5,7
28,7,7
38667,4,5
50332,8,6
12757,7,7
39120,8,8
45828,1,1
14839,8,8
11642,5,2
3547,6,6
24474,7,6
45492,8,8
51460,7,7
2392,3,5
34462,8,8
9981,7,7
6836,1,5
52809,5,8
14679,4,6
57024,5,7
32488,6,6
49652,8,8
21489,6,7
25085,8,8
38928,7,6
19008,8,8
12188,7,7
1511,8,8
7515,5,1
42028,3,6
28964,5,7
42716,6,8
22782,8,8
23671,1,2
45079,8,8
36579,6,6
52356,6,6
31340,1,6
53636,6,8
15872,1,1
22946,8,8
58222,5,6
18465,6,6
13396,8,7
34544,4,6
44434,6,6
12661,7,8
39539,7,8
7478,8,8
50024,2,1
40510,5,2
54789,7,8
46585,7,7
32604,8,8
10066,8,8
9660,1,5
49848,3,2
59308,7,8
50777,8,8
29869,4,2
25663,8,8
40178,3,5
29261,3,5
41972,8,8
24667,7,6
3860,8,8
24396,7,7
30329,1,1
10588,4,1
7110,6,8
6313,6,2
14716,1,1
42122,8,8
26723,2,5
35320,4,6
29857,3,6
12444,6,6
25555,4,6
16028,7,8
10385,7,1
30813,1,1
38886,7,8
26268,8,8
13450,7,6
26130,8,6
13297,7,6
37810,5,2
38927,3,5
9807,7,1
16558,1,2
54398,1,5
30674,8,1
58650,8,8
39898,6,6
25928,8,8
12407,6,6
18955,2,2
262,1,2
42753,6,7
46899,1,1
24191,5,5
14721,3,5
21080,1,5
39412,8,8
6912,2,2
17760,1,6
6601,8,7
8355,5,5
28922,6,6
53288,5,6
382,8,8
57732,6,6
13181,5,6
43461,3,1
24462,7,7
6087,8,8
32269,8,8
20395,8,8
13631,8,8
40956,8,7
47593,8,8
28175,6,8
33926,5,6
48824,7,7
53612,1,1
29235,7,4
29766,5,6
50870,1,2
57758,4,1
50253,8,8
56069,8,8
41265,8,8
25815,8,8
23305,8,8
31899,7,7
17057,7,5
49032,5,7
1562,6,7
13750,6,6
17458,8,8
21949,6,1
53495,8,6
6478,6,6
43102,5,5
33559,4,5
14490,4,5
25913,8,4
4254,4,8
2884,8,1
33405,3,4
33807,5,1
22091,8,8
38760,6,2
18680,8,8
44462,5,5
4936,4,1
16895,7,8
31554,1,2
9526,8,8
5077,8,8
4449,2,6
17846,5,6
44945,4,5
26470,2,6
34059,7,2
28862,7,8
51971,4,5
19619,7,8
51706,2,1
10456,8,5
34351,3,6
11476,8,8
9429,8,1
33397,8,8
32525,8,8
11173,8,8
14592,6,2
590,6,6
2921,7,8
29223,5,1
47807,8,8
26590,8,8
34814,5,6
8097,4,2
37104,5,4
28609,8,8
46931,8,8
52748,7,6
48830,7,8
10288,4,5
16030,8,8
54795,6,1
23414,8,8
31773,5,6
16548,4,7
10908,5,5
17413,1,6
50351,1,6
18919,8,8
39347,5,6
9351,5,2
47718,8,7
20327,5,2
53961,8,8
35058,8,8
59313,7,6
6642,3,1
55745,4,8
11822,4,1
3663,8,8
9176,5,8
25443,7,8
51711,6,1
52497,7,8
44094,8,2
2741,4,5
37550,7,6
55441,1,1
55107,8,5
48454,8,8
50861,3,4
55416,6,2
39236,2,2
56343,1,3
30764,5,5
24388,5,6
30462,6,8
43957,8,8
3760,1,5
37499,5,7
42011,2,2
2329,8,8
54239,3,6
47000,3,2
20535,8,8
49933,6,7
16599,6,8
7210,7,8
39782,1,1
57490,7,6
42206,4,1
31911,6,2
47697,6,7
19382,6,6
55025,4,1
32778,7,7
33969,7,2
57486,8,8
14456,8,8
33054,2,5
53377,4,7
12937,6,6
5483,3,1
23466,8,8
58383,5,7
22498,8,2
54181,7,8
8874,8,8
16247,7,6
2065,7,7
56913,8,8
16954,8,8
53597,8,8
39037,7,6
18952,7,8
45380,6,5
34247,6,1
6323,1,5
25519,3,1
22730,3,2
46839,8,8
43225,3,4
3734,6,6
51759,7,8
56491,1,1
53450,4,7
7710,7,6
31177,7,5
43621,6,8
4691,8,8
25937,8,8
753,4,5
6043,8,8
35926,6,6
24636,8,8
11652,7,8
7341,8,8
55911,8,8
49226,5,8
8774,5,1
18943,5,5
12658,8,8
37737,7,7
39968,8,8
10369,4,1
45975,1,2
8732,7,7
56348,5,5
54944,2,5
6384,8,8
30393,1,1
34434,8,8
50195,8,8
47249,2,4
18655,8,8
27263,4,4
27193,5,5
36941,1,1
39137,8,7
58757,6,6
24820,7,6
53383,8,6
3211,4,1
48923,8,8
4649,8,8
51958,2,4
43534,8,8
15776,7,8
35593,1,2
43081,8,8
32342,6,7
2008,7,8
29436,6,7
1300,7,7
44328,3,4
5941,6,5
28100,2,2
53617,8,8
29135,8,8
14978,4,5
6692,1,1
24872,2,2
54547,1,1
48983,8,8
21478,8,8
40698,4,6
22520,8,8
36261,6,7
33402,8,8
27041,8,7
25920,3,4
21405,5,6
35916,4,2
15146,8,8
4269,1,1
8023,8,8
12277,8,8
32000,7,8
48634,3,2
7455,8,8
15291,8,7
24974,8,1
6561,8,8
48391,8,8
35345,5,5
19067,5,6
36650,8,1
45634,7,8
55049,8,7
29460,8,8
51674,2,4
56280,5,2
35958,1,2
44380,8,8
15066,8,7
22658,8,6
37909,6,6
3305,1,1
29312,5,6
27503,5,7
27520,5,2
59086,7,6
4904,6,8
56383,4,5
18772,5,5
43092,5,2
1718,8,8
5554,7,8
55248,1,2
19184,8,8
46207,8,6
40710,3,5
32433,7,7
22334,4,4
32160,8,8
452,1,1
40779,8,8
51083,4,6
1035,1,2
26408,7,8
4079,8,8
50,7,2
38251,5,1
58602,8,8
24175,1,1
57199,1,2
3858,8,8
50822,6,7
54249,7,7
20779,7,8
18476,7,8
21419,2,1
5203,5,6
25712,5,6
31626,5,6
51177,8,8
30922,7,7
52994,8,8
27954,5,8
10697,6,6
21031,2,6
14764,8,8
3100,8,8
54708,8,8
45382,8,8
28952,8,8
39260,7,1
7025,5,6
8195,3,1
3401,8,8
41979,8,6
27833,5,5
47076,3,2
18638,8,8
46611,5,6
42508,8,8
40561,5,2
27829,8,8
56796,8,8
4661,6,7
33551,8,8
2788,7,8
15824,6,6
37956,7,2
43537,6,5
12473,7,8
8325,5,1
13562,8,8
22246,6,7
16069,7,8
36859,5,7
24425,6,1
23300,6,7
43690,8,8
42459,8,8
26683,5,5
18942,3,4
35985,7,8
22415,8,8
16942,7,6
26892,6,2
56678,5,6
35168,2,7
31906,7,3
23735,2,1
54877,3,6
18138,3,5
8877,8,8
12774,4,5
47957,7,7
10615,8,6
56299,5,5
12935,1,1
23442,6,2
47761,4,6
26343,3,2
44072,3,5
49593,6,8
16535,8,8
23899,7,8
12450,6,6
26024,8,8
12805,6,6
34340,1,1
15555,6,7
17791,8,8
23594,6,8
32566,1,2
43644,7,5
14487,3,5
41137,2,4
59081,6,6
13362,8,8
8366,8,6
34315,7,7
6475,5,1
49810,5,2
48653,6,8
23063,1,1
27819,5,7
18521,5,6
21251,6,6
47068,5,2
24041,4,7
21476,8,8
52602,7,8
56472,5,1
29862,8,8
32536,1,2
28218,4,6
5110,8,8
42524,7,8
50292,5,2
49963,6,6
46539,8,8
58864,7,6
6775,6,6
1604,5,5
26036,8,8
39289,3,2
18486,7,7
31961,7,7
42665,8,8
48922,4,6
54902,8,8
57568,2,5
13253,8,7
11553,6,1
29329,7,6
50061,1,1
46013,8,8
13802,8,7
33719,6,2
46458,8,8
38881,5,6
49818,8,8
58573,8,8
11247,3,5
27076,1,2
22387,8,8
53125,4,5
35686,7,7
16977,8,7
31824,3,1
21201,8,8
14283,6,7
9155,5,6
24361,4,2
57882,5,6
3535,5,7
18816,6,7
38945,5,5
159,4,1
3478,1,1
17137,2,2
31206,3,7
42079,8,4
4842,8,8
26983,5,1
11594,8,8
12029,5,5
10025,8,8
20353,3,6
35137,8,8
15394,8,8
40563,8,7
4762,7,8
22846,4,5
48146,7,8
57782,5,8
54573,5,5
11614,8,8
10014,4,1
5762,8,8
47450,2,3
50135,7,8
6498,8,8
19186,3,5
38729,2,4
56239,8,8
15448,8,7
34692,8,8
32388,8,6
11215,2,4
1691,8,8
56086,1,2
829,8,4
16432,5,8
40149,4,6
32890,5,2
52626,3,5
16519,8,8
16607,8,7
49977,3,5
20591,5,6
52395,5,1
51422,8,8
42731,8,7
22862,7,6
43741,1,6
39210,5,7
16176,1,6
3157,6,8
24380,5,6
27097,2,4
58063,2,2
13912,1,1
33673,6,6
17168,1,2
914,5,6
33746,6,6
54196,8,8
31722,6,1
28352,6,7
57813,8,8
18227,1,1
42988,5,2
46120,8,7
21305,6,7
19144,5,6
23870,8,8
11893,8,8
27370,8,8
36263,7,8
55295,7,6
55718,8,8
44145,4,6
30365,6,6
38496,8,8
27689,5,6
3282,6,1
52404,6,7
56997,5,2
36552,6,5
17017,4,2
45521,8,7
19289,5,5
23724,6,6
44202,5,6
44951,8,8
41349,5,7
44873,2,5
45865,3,5
5808,4,2
57658,8,7
27603,2,5
18202,8,8
16766,5,1
12860,1,3
39509,4,7
8848,5,5
58799,8,7
49572,6,2
30007,6,6
38245,8,8
49503,1,3
47304,7,7
37919,8,8
22880,8,8
34604,5,6
21790,5,7
15661,5,7
36926,6,6
2221,6,8
17686,7,8
7576,8,8
33053,8,8
57301,8,8
51968,5,7
4126,8,1
37331,7,8
49112,7,6
10821,5,6
40459,8,8
45245,7,6
57850,6,7
6072,6,6
40981,6,6
10060,8,1
46258,7,6
43415,1,6
3070,6,5
46448,8,2
34496,5,1
2838,7,8
34930,4,1
25301,8,7
25202,1,1
22123,8,8
56850,5,6
18350,6,6
13330,3,5
21514,3,1
39902,1,3
36807,4,5
5687,6,6
23427,3,5
32063,4,6
45487,8,7
40930,5,6
26233,8,8
15567,6,6
34130,6,6
11397,8,8
25500,5,2
32863,7,8
48671,3,7
36608,7,8
59129,6,8
26128,4,5
43602,8,6
41503,8,8
42450,7,7
28823,7,8
47475,8,6
56110,8,8
48066,5,6
10801,7,8
40373,4,7
47965,4,1
26909,8,8
50346,8,8
151,6,6
52200,8,8
55519,8,7
30562,8,8
18174,7,2
46427,5,6
3474,8,8
16799,4,6
18647,1,1
42109,8,2
7282,7,7
24459,8,8
46279,5,6
15234,5,5
46845,7,7
35814,8,6
45149,6,1
16017,8,8
1751,5,5
8946,3,2
23766,7,8
11882,7,8
30834,7,7
4630,8,7
29711,7,2
17266,1,1
9857,8,8
54031,7,6
18223,8,8
48356,8,2
3004,1,2
49849,4,5
34858,8,8
2408,8,8
857,1,5
32970,8,8
32153,8,8
28141,7,6
8330,5,6
38567,7,8
30753,5,6
18434,5,2
31370,3,2
24290,8,8
35890,5,6
57160,4,6
58998,1,2
53092,1,1
30995,2,1
41401,8,6
47857,8,8
7123,8,8
42754,3,6
19195,2,5
663,1,1
52796,7,6
7258,7,8
26842,1,1
29316,8,8
19703,4,5
17850,7,8
16408,7,7
27027,5,5
19152,5,6
48294,7,6
35023,6,6
28488,6,8
57047,1,1
34357,7,8
22990,8,8
35298,8,8
33173,6,8
21997,5,5
15975,8,8
2332,4,5
50382,7,8
48784,5,6
47776,7,8
45572,8,8
43227,2,6
49429,8,8
55067,4,5
17220,8,8
46536,8,8
13167,8,8
41419,3,1
18305,1,4
32405,5,8
19947,7,7
50392,5,7
33049,7,6
30611,8,8
59284,8,8
862,6,2
31547,1,1
22194,8,8
28566,7,7
58763,1,1
51990,8,4
50260,7,1
52761,4,5
858,6,6
4150,8,8
14047,5,5
34020,8,8
39024,8,8
8068,2,1
20093,6,8
27012,6,6
12919,6,8
24796,7,1
50459,8,8
52447,4,6
54388,1,5
41920,6,7
25141,6,8
33199,4,8
57150,8,7
21029,7,8
40875,6,5
2931,8,8
27559,5,7
34194,8,8
9760,6,1
16936,5,5
32733,8,8
14483,7,8
29754,6,6
36643,6,6
29976,8,8
32038,5,8
5639,6,6
50445,8,8
42598,1,6
7776,6,6
31693,1,2
53611,8,7
10544,6,5
15507,4,6
42861,1,2
18528,5,2
48552,5,4
34642,8,8
52869,7,7
18389,4,3
40815,5,6
7543,6,8
50295,6,8
29888,3,5
49224,3,2
47142,7,8
31038,7,6
46622,6,7
11229,2,1
23943,5,1
58019,8,8
35207,8,8
12806,4,6
54131,6,5
37926,5,6
30439,7,7
24482,7,7
14747,8,7
47143,8,7
18927,7,7
45882,8,8
34292,6,7
40535,1,2
53975,6,2
56440,5,2
58915,1,2
38106,8,8
37116,3,7
26736,7,7
16770,1,1
42941,7,7
50196,4,7
27657,8,8
18369,6,7
15911,8,7
51241,2,4
39998,1,3
17988,8,8
2717,1,6
51118,6,8
15666,2,2
59000,1,5
14868,8,8
21670,2,2
23979,3,2
11204,2,2
13961,8,8
51276,4,6
7975,5,2
54906,2,5
32451,5,6
59071,6,7
12822,4,5
8164,5,2
47606,7,8
23372,8,8
51617,5,6
25521,4,7
36065,7,8
39493,8,8
10062,6,8
45384,6,7
37974,7,5
51488,5,7
32092,4,2
19576,6,8
1438,2,6
29465,8,6
46729,2,2
40006,5,8
44231,1,2
45459,8,8
51300,5,2
53444,2,2
34161,8,8
16284,5,6
47920,5,5
48270,4,5
5108,5,2
53780,7,6
38618,8,1
42292,5,6
22761,8,8
10755,5,6
48738,7,7
45199,5,6
29901,5,8
18130,1,3
59198,8,8
49079,3,5
44382,1,3
57136,6,8
34423,1,1
59085,7,1
57145,8,8
32468,7,6
41816,1,1
18368,6,8
40253,1,1
50423,1,5
2819,7,8
1502,1,1
50291,7,7
53410,6,6
19246,8,8
53895,1,2
16443,5,6
39461,5,6
56024,8,8
41700,6,6
37135,8,8
25787,6,6
12601,1,5
52043,6,6
1275,6,1
56286,7,7
6474,8,8
31114,1,1
52683,8,8
55909,8,8
7311,8,8
47439,5,6
43801,8,8
50778,8,1
10281,6,5
3740,4,8
54385,6,8
23309,6,5
43702,8,8
3572,8,6
27227,5,6
9441,5,6
7564,1,2
38788,1,2
22834,6,1
37554,1,1
37634,3,5
49319,6,7
6418,8,8
25483,6,6
15532,5,2
33581,5,7
29804,5,1
14992,7,7
48199,6,4
10807,8,8
36668,6,5
42532,5,6
57541,8,8
5217,1,1
40000,8,8
27897,6,2
17129,2,2
22890,8,8
9750,3,6
42235,1,1
19694,3,2
38799,4,8
33180,7,7
2924,8,8
58439,8,8
46055,6,8
10840,8,6
51970,1,2
27301,4,6
56188,8,8
57104,7,8
56154,4,5
30565,4,5
9393,8,7
24571,1,2
31595,8,8
6576,3,4
42564,1,2
1977,8,8
51408,7,8
17473,4,6
7107,5,6
58431,7,6
46171,2,5
47696,7,7
5627,6,7
53886,5,6
7211,8,8
57874,4,5
58751,4,1
43156,5,7
42236,7,7
31197,2,1
42105,8,7
41623,8,8
212,6,8
15543,1,3
22529,5,5
2652,1,6
14794,4,6
37611,8,8
11088,5,5
12846,5,5
45252,1,6
39807,7,8
10799,6,1
14846,7,5
37262,8,5
33436,8,1
26023,3,6
20491,3,1
7206,6,6
57586,8,8
7458,5,5
11941,8,8
9732,7,6
33365,5,6
50385,4,5
55285,8,8
38773,5,7
38672,6,8
20965,6,6
2166,8,8
40268,1,5
4238,7,7
6175,2,7
18012,8,8
16574,8,8
15423,7,5
36606,1,1
37917,6,7
31768,6,6
28414,2,4
14371,3,4
34289,6,6
22868,8,8
42939,8,7
11268,1,2
32594,1,5
27702,1,1
19940,7,8
19832,6,6
57935,7,6
5161,2,2
27735,5,5
26571,5,5
19639,8,8
30477,7,7
56833,6,7
42836,1,6
10769,8,6
10675,8,8
18254,8,8
32060,7,7
7482,5,6
32339,8,8
28400,8,7
38179,8,8
54470,5,1
29331,4,5
8218,1,2
4402,8,8
56739,7,8
41185,8,5
22252,6,6
45852,5,7
10758,3,5
34165,7,8
40093,6,6
54913,8,7
38209,7,8
40709,1,1
5959,8,8
8733,6,2
9145,7,8
45661,8,8
11521,1,5
31944,3,4
20252,8,8
34837,6,8
44651,8,8
2808,8,7
29117,7,8
53668,1,2
34133,8,8
48059,8,7
22602,8,8
25991,1,3
14894,8,8
58137,6,5
32845,2,2
57866,8,8
32366,1,2
241,4,1
29921,8,6
43663,8,8
45126,5,1
47650,7,8
27111,6,7
34574,1,1
15639,8,6
24072,8,8
12260,6,6
35912,6,7
13813,7,8
2025,5,5
3634,8,7
6237,1,2
57552,8,6
3256,8,8
9486,7,7
55187,7,6
56691,1,4
56161,6,7
53436,8,8
51014,7,6
45495,7,6
32838,8,2
2550,1,1
41275,8,8
34443,5,6
31466,5,6
17218,6,6
24413,6,6
27184,1,2
6484,3,4
19482,4,2
50466,8,8
38453,7,1
47241,8,5
4819,4,8
41497,8,8
34348,8,8
27771,6,2
10257,3,5
7017,2,6
27096,4,2
48049,8,8
32590,8,8
29415,7,6
22929,8,8
41705,1,3
28152,6,8
29647,5,1
56756,8,7
43952,6,5
11202,1,1
56151,7,7
2083,1,5
9836,7,7
38909,7,7
22714,1,4
17833,8,8
45140,8,8
43119,1,2
10427,4,2
49004,8,8
42602,6,7
5423,8,8
18118,7,7
17727,8,8
5551,8,8
30899,8,8
40128,1,2
21704,7,8
38260,1,1
11811,5,8
57944,4,8
19923,8,8
56376,7,6
30443,5,5
39498,4,7
8641,8,8
11031,8,1
54339,8,8
26971,2,6
39722,7,8
23373,8,8
3798,7,8
38176,6,6
25243,8,8
42323,8,2
31705,2,1
45168,1,2
45850,4,6
25824,6,1
21386,8,8
36066,6,7
8346,8,6
31627,1,2
38039,8,8
37001,8,8
39147,3,5
12207,4,5
41210,6,2
36084,8,8
21023,3,4
39407,8,8
17,8,7
36348,2,6
20051,8,8
7305,8,8
22821,7,8
29189,8,6
51071,4,1
26247,6,6
20398,5,6
